Customer Id,Product Id,Review Body,Review Year,Review Headline,Star Rating
,2242052,"If you have never read any of Clancy's books before, this is not a bad place to start.  I have not read many of his works myself, but it appears to me that this is chronologically the first to take place in the series on John Clark and Jack Ryan.  This book for me was one of those rare effortless reads where the pages turned on their own and I did not want to put it down.  I found the story to be completely plausible - if you have ever wondered what would have to happen in the life of a normal, non-psychopathic person that would turn them into a highly-skilled, cold-blooded killer, this is the answer.  I won't give away too many details of the plot, but it is basically  a revenge motif - a decent guy seeking justice against some pretty bad people and the inner struggles he endures while doing this and trying to remain one of the \good guys.\""  It kind of reminded me of Batman (without the cape and mask",,1,
,2242052,"The story does jump around quite alot in this book, more so than I am used to in a Clancy novel.  It is nice how it all comes together in the end but I think it could have done so with less pages.  If you are used to mainly/strictly military style writing then you might not want to consider this book as it has more of a romantic tone to it than other Clancy novels I've read, such as The Bear And The Dragon or Red Rabbit.",11/02/2013 0:00,Overly long but is a fulfilling read...,3
,2242052,"A superb introduction into the shadowy world of John Kelly, aka John  Clark. From the moment he picks up the young female hitch hiker, and from  when she dies at the hands of the drug dealers, you know what happens, he  gets his own revenge. It was pretty awesome but alarming how Clancy went  into his own exact details on how Kelly/Clark builds his own firearms. So,  maybe liberties were taken and the narrative states a lot that he is a Navy  SEAL, trained to do all these things he does. But my one criticism is this  for the plot. If Sandra O'Toole, his nurse girlfriend really didn't like  him killing all these drug dealers when she found out he was responsible by  her own intuition, surely she would have left him? Any woman with enough  intelligence would! 'Without Remorse' - healthy attitude or a state of mind  from the indoctrinations of military training and the Vietnam War? Judge  for yourself.  So the revenge element becomes another Goons of  Hazzard/Death Wish type scenario. If one can convey the atmosphere of  despair at being a victim of a horrific crime like that as well as Clancy  and makes an impression on someone, is this a good thing? Think . . . I  know I was beaten up in school several times and I did take a violent  revenge, admittedly, but I never felt better for it. Kelly's portrayal as a  jarhead robot brainwashed by the ongoing war effort works in fiction,  though. Just don't emulate it. . .  As far as the CIA recruiting him for  his skills, this is an interesting angle. The Vietnam scenes of the POW  camp with the Russian and American officers held prisoner shows how in war,  people are the same. Humans, not combat robots. Just the same, discussing  each other's strategies on nuclear defence and asking themselves why they  are enemies?  Naval scenes with Admiral Greer in an early incarnation -  as excellent as ever! And we do see an early incarnation of Jack Ryan,  while his father Emmet hunts down Kelly.  Altogether, one to read for  yourself and one to think carefully about afterwards - does Kelly's end  justify the means? Drug dealers may be scum, but death puts them out of the  misery of living to regret what they've done wrong at the hands of the  crazies inside.  Well done Tom Clancy.",08/23/1998 0:00,"Five stars for a superb, thought-provoking story, but . . .",5
,2242052,"If you've never read any other Clancy novel, read &quot;Without Remorse.&quot;In typical Clancy fashion, Without Remorse is a lengthy novel filled with great characters, lots of suspense, and more! But it breaks from the Clancy norm in that it's not as intricately detailed, technically-speaking, which makes it a great book to recommend to 1st-time Clancy readers.For those who have read other Clancy novels, and therefore may be familiar with the main character, John Clark... or if you've seen the movie &quot;Clear &amp; Present Danger&quot; or the more recent &quot;Sum of All Fears&quot; and recall Clark (played by Willem Dafoe and Liev Schreiber, respectively)... Without Remorse gives you the story behind the deadly CIA operative.Not that I don't thoroughly enjoy the Jack Ryan series, but the Clark character is mysteriously intriguing and telling his history is Clancy at his best. It's my favorite Clancy novel.",11/01/2002 0:00,Clark's History is Clancy's Best,5
,2242052,"... A book grabs your imagination, your intellect, and your feelings never shared, then shifts the personal paradigms of thought and changes a life.  This book is one of those books.  Well written, often enjoyed, and thoroughly enjoyable.  The classic thoughts of good vs. evil, play across a panorama as foreign as an alien planet and as familiar as a well worn pair of shoes.  Thank you Mr. Clancy for a for a grand adventure.",03/09/2014 0:00,Sometimes...,5
,2242052,"This book was absolutely terrible.  I had seen some Clancy movies and thought I would enjoy one of his books.  Boy was I wrong.  I'll never read another again.  The characters were so one dimensional.  The &quot;hero&quot; was, in my opinion, a cold-blooded killer who was as bad as the &quot;psychopaths&quot; he was out to get.  He actually tortured one of the bad guys to death.  It was also apparent that he couldn't be without a woman.  During the six months between the time his beloved wife died and he met his new love, he &quot;visited&quot; hookers twice.  He then fell in love (in a matter of hours) with a hitchhiker he picked up.  Within a week after she was gone, he glommed on to the nurse who treated his wounds in the hospital.  Everyone in the book was either all black or all white.  I don't have one good thing to say about this book.  Hard to believe this author actually made money from this junk.",08/23/2001 0:00,No Excuse for this book,1
,2242052,"This is not one of his best, but considering what manure or tree wasters he has written, this is almost good. I have stopped reading this author, he seems to get paid by the word and in later books puts in subplots that have nothing to do with the book so he can make political or religious statements.Buy this book second hand, and keep it handy for a camping trip. It will give you something to read on rainy days and will give you a nice supply of toilet paper.",02/10/2007 0:00,A last good one,2
,2242052,"I bought this because it was one of the Ryan series that I had missed reading.  I especially like the character of John Clark, so reading how he became a C.I.A. agent was a hoot.",11/26/2012 0:00,Typical Clancy,4
,2242052,Tom Clancy is my favorite author. While some of his books are better than others all are worth reading or buying!,10/27/2012 0:00,Good Book!,5
,2242052,"While I usually do not read fiction, I was pleasantly surprised by how good this novel is.The novel follows the story of John Kelly (also known as Mr. Clark).  Kelly is an ex-Navy SEAL who is now an underwater demolitionist.  The book takes place in the early 1970's during the fading years of the Vietnam War.  Kelly's wife is killed in an automobile accident.  The book begins by describing his dealing with the loss of his wife.  Kelly then falls in love with Pam, a prostitute, who has escaped from her pimp, who works for an up and coming drug lord.  The pimp/drug lord has a hit done on Kelly and kidnaps Pam.  Though Kelly is left for dead, he is taken to the hospital and recovers.  In the meantime, Pam is brutally tortured and murdered.  As I do not want to give away the rest of the book, all I will say is that the rest of the book deals with vigilante justice.The length of the book is extremely intimidating when you first start reading.  However, the book reads like an excellent movie.  The story is told from three main viewpoints, Kelly's , the police, and the drug ring's.  Clancy does an excellent job of tying the three views of the same story together at the end.  The chapters get a little lengthy at times, thus not leaving a convenient place to stop reading.I would highly recommend anyone who likes reading fiction revolving around the military or vigilante justice.  The book gets a little lengthy, but stick with it.  I though the ending was a little predictable, but it was still a splendid read.  The book had me on the edge of my seat the entire time I read it.",08/28/2004 0:00,On the edge of your seat thriller,5
,2242052,"I have to admit that when first reading WITHOUT REMORSE, I wasn't sure that I was going to like it. I thought there was way too much going on in the first chapter and I had a hard time following it. Eventually my perseverance paid off.  I found the book to be a roller-coaster ride full of twists and turns as the plot unfolded. Thus, I concluded that the first chapter was like the long chain beginning the climb on the roller-coaster - very necessary to the overall ride.I do plan on continuing reading more of Tom Clancy's work in addition to reading more Independent Authors.",02/14/2012 0:00,A study in perseverance,4
,2242052,"I have read 21 fiction books in the last month, all written by New York Times best selling Authors. \Without Remorse\""",," so in those few cases I just speed read for two or three pages.Author of al-Qaeda Strikes Again""",
,2242052,"I like Tom Clancy's books, but I thought the whole premise to this one was just silly.  There were too many contradictions in the story for it or the characters to be believable.  The hero is an ex special forces guy, trying to help a new girlfriend face her past demons and bring evil men (murderers) to justice.  Instead of heading straight for the cops he decides to joy ride in her old neighborhood where she is recognized and immediately becomes a target.  (I know when I am trying to protect someone I love from harm I always drive down to the projects.)  They are chased and shot at but manage to escape.  But instead of immediately heading to safety at the police station (still their destination), they park in a secluded area and decide to wait there until their cop buddy comes on duty, and then drive to see him.  Well the bad guys never quit looking, and sneak up on the parked couple. Mr Tough Guy gets caught by surprise and his girl dies. In the hospital, he vows revenge because he is such a tough guy (his nickname was even Snake, he's such a bad mother-f***).  Sure.  He's such a badass that he brought his love into a dangerous neighborhood, let them get ambushed and got her killed.  Watch out everybody!  Here comes the Homer Simpson of the vengeance league.",03/05/2012 0:00,How silly can you get?,1
,2242052,"Tom Clancy's strength has been writing the techno-thriller.  The weak points in his books have been characterizations and dialog, especially casual conversation.  All of his characters have been one dimensional,  wooden stereotypes.  Trying to expand more on wooden characters is one of  the reasons his Executive Orders is so bad (one of many reasons).Without  Remorse is a basic action/revenge novel. It is set in the low tech drug  world. It relies much more on character and emotions. Some interest,  dimension, and character development is given to the hero by evolving him  into a revenge machine without remorse.  But, that is the only interesting  aspect of the hero and Clancy ends up cheapening it by later glorifying it  in this book and Executive Orders.  The other characters in the book aren't  very interesting.  Clancy is very awkard with the love stories and emotions  and some of it is just embarrassing.But Clancy isn't the only action  writer that has problems with character development (Ludlum is only mildly  better).  What's really important, is the book exciting?  The ending is  pretty good and there are a few good action sequences in the middle.  But,  there are long boring stretches while Clancy tries in vain to develop the  characters.This book is about the origins of Kelly, the CIA agent who  appears in most of the Jack Ryan books.  I started reading Debt of Honor,  but stopped when I heard about this book.  I switched to Without Remorse  because I thought that there might be important insights in this book that  lead up to the later books.  It turned out that there were no important  revelations here and it really has no impact on the later stories.  For  someone who continues to follow the Jack Ryan series, this book might be a  must read.  But, I may have given up on Clancy after the horrible Executive  Orders and there are many writers who do this type of story better.",03/28/2000 0:00,Not Clancy's strength,2
,2242052,"I've been reading Tom Clancy since 1989, when my dad gave me copies of Hunt for Red October and Red Storm Rising as I left for college. I've loved most of his work (things started going seriously south with Rainbow Six), in particular Without Remorse. A few weeks ago, I decided that I wanted to revisit this favorite, so I purchased the Kindle edition.This novel focuses on the events leading to John Kelly's transformation into Mr. Clark, a central figure in several of the Jack Ryan-centric novels. Largely absent from Without Remorse is Clancy's typical wide-angle view of events with periodic zooms into the events in one setting or another, though it's clear that the historical context shapes the story. The story is well-paced and Clancy does a solid job of making us care about the central characters.The Kindle edition of Without Remorse, however, reads like someone tore the pages out of the novel and scanned them into the computer using a version of OCR software dating back to the mid-90s. There are quite a lot of mangled words, spacing is often weird, and punctuation frequently doesn't make sense. If you can overlook this sort of thing, the Kindle edition will work just fine for you. If you find that such problems interrupt the flow of the story, as I do, you're better off passing on the Kindle version and tracking down a hard copy from your local library or used book store.",07/24/2010 0:00,Kindle Version Ruins an Excellent Book,3
,2242052,"Have read all of Tom Clancy's books several times over.  This is one of his main characters, John Clark's life and how he became a legend in the CIA.",05/07/2013 0:00,Clark,5
,2242052,"This book does not deviate from the formula that has made Clancy a successful writer.  There are actually two or three plot lines going on at once, that all tie together in the end.  The downside of this method is the same in this book as it is in his others as well.  Interesting beginning, followed by several hundred pages of less than interesting material, followed by an exciting finish.  It works well in some cases, however this book seemed to lack the suspense that his other novels have.  There were a few twists and turns at the end, but nothing too surprising.My other criticism of Clancy's book is the same as my other reviews.  Too much profanity and the repeated use of violent rape scenes to move the plot along.  That's not entertaining to me.  If it wasn't for the fact that I already have his books sitting on my bookshelf, I wouldn't be reading any more Tom Clancy.",05/23/2012 0:00,"Same formula, same result",2
,2242052,"Tom Clancy has always impressed me with his knowledge of weapons, mechanics and politics.  This book shows a new side of Mr Clancy.This book should be called &quot;The Making of Clarke. This book takes you on the journey of Clarkes life. It tells not only of the events and people that change a man, but the man himself struggling with the changes.  This is a must for Clancy fans!",08/24/2003 0:00,Without Remorse,5
,2242052,"I had read this book when it first came out almost 20 years ago. This is a re-read of my favorite Clancey novel, a tribute to one of the best writers of this genre. The tough guy novels of today seem bland by comparison. Today it is about Terrorism and the Middle East. Back then it was about Vietnam and the Soviets. This is masterful story telling.",01/04/2014 0:00,They don't write them like this any more ...,5
,2242052,"I WAS GOING TO PERU AND NEEDED A LONG BOOK, THICK. I HAD NEVER READ ANY OF CLANCY'S BOOKS BUT HECK, I'D SEEN HUNT FOR RED OCTOBER, THE MOVIE, AND IT WASN'T HALF BAD. CLANCY'S POPULAR, A BESTSELLING AUTHOR. HOW FAR WRONG  COULD I GO?  PRETTY FAR APPARENTLY.  WHAT A TURKEY. INFANTLE. THE GRAMMER  WAS HORRIBLE. BUT I READ THE GLOWING REVIEWS OF THIS BOOK AND I WONDER,  WHAT IS A REVIEW? WHAT DOES IT MEAN? IT WAS THE ONLY BOOK IN MY BAG SO I  SLOGGED THROUGH THIS CONSERVATIVE, JUVENILE POT BOILER WONDERING WHICH  CHARACTER WAS THE DUMBEST.  IT WAS LIKE THEY ALL TOOK STUPID PILLS. IT  WOULDN'T HAVE MATTERED IF EVERYBODY DIED IN THE END. I WAS CURIOUS, OFTEN,  ABOUT WHO WAS PROOF-READING THIS FIFTH GRADE LEVEL ATTEMPT AT STORY  TELLING. WHAT A MESS. IT WENT ON AND ON AND ON. IN CONTRAST, IF I CAN  RELATE SOMETHING POSITIVE:  J. F. FREEDMAN'S, AGAINST THE WIND, (SAME TYPE  OF STORY) WON'T WASTE YOUR TIME.",05/25/2000 0:00,THIS MAN CAN WRITE?,1
,2242052,I could not finish this book. I normally enjoy his books but this one was full of unnecessarily lurid descriptions which left me sick to the stomach.,08/27/2013 0:00,Clancy disappoints,1
,2242052,I sent this book to my brother in prison. He loves to read and he loved reading this book. He wants more.,01/05/2014 0:00,Prison,5
,2242052,Really enjoyed this book even if it was a branch off of the major plot lines of Clancy's other books.  Found it to be one of the best books in the Jack Ryan series.,06/14/2014 0:00,Thrilling Book,4
,2242052,How can I review a book that I am trying to get to and start reading?! 4 more words (required)!,12/01/2013 0:00,Not read yet!!,5
,2242052,"John Clark is the prototypical kind of hero our country needs in every community, and while I'm sure some exist, we could use more. This is one of those books I knew Clancy needed to write, and hopefully he writes more, because Clark is fantastic character.Clearly the war on drugs has been lost at virtually every juncture. Traditional law enforcement is akin to giving everybody a can of Lysol and expecting the common cold to be cured. Yeah, you may get the obvious stuff, but there's so much out there, you're sure to miss enough to keep the supply of bacteria flowing.While I'm not a proponent of vigilantism, few people in this country have not been touched in some way by the pushers, cookers and dealers. They aren't just on the street corners in the bad neighborhoods, either. They inhabit every socioeconomic strata, including the gated communities inhabited by the most affluent.There are times where the viruses on humanity need to be cut out like the cancer they are, and a character like Clark can do it. Can you imagine a drug trade in a community where the dealers are shot without warning, upon getting caught dealing by a phantom hero? Or worse, are found naked and dying on the street after some torture in a hyperbaric chamber? I can. The drug trade simply wouldn't exist.Violence should be a last resort at an conflict resolution, but when all other methods fail, then the application of violence should be undertaken -- Without Remorse.",06/11/2005 0:00,"Retribution, writ large!",5
,2242052,"I fully admit it took me a while to get over my initial shock that Tom Clancy had written a book that focused not on Jack Ryan but on John Clark.  While I did not enjoy this book as much the two Jack Ryan books that came before or after it, \Without Remorse\"" is still a worthwhile effort and I consider it superior to Clancy's most recent novel",," the man who would become better known to us as  John Clark.  Clancy has done this before with \""Patriot Games",
,2242052,"This book answers the question of \Where did Mr. Clark come from\"". I always thought he was almost as interesting as Jack Ryan. He is.""",06/22/2012 0:00,Mr. Clark,4
,2242052,"so much that he has read it about 10 times over the years.  He got rid of his book collection when we moved to Maryland from California, and has been slowly replacing them.  But this book he wants me to read, because it is all taking place right here in Maryland.  Fun...I hope",06/19/2013 0:00,hubby loves this book,5
,2242052,I did not enjoy this book at all. would not reccomend it. This certainly was not one of his better books.,12/28/2012 0:00,without remorse,2
,2242052,"While I find it a bit of a stretch to say this is part of the Jack Ryan story, it does provide the complete back story to one of the best characters in the Jack Ryan story line, Mr. Clark.  The story blends a human story with classic Clancy international politics and espionage better than any of his other works.  The read is enjoyable with multiple story lines running in parallel and converging with proper closer.  I miss the original cover art, but this is Clancy at his all around best.",02/20/2013 0:00,Clancy's Best Work,5
,2242052,Clancy gave us the moral dilemma of trying to decide what is right or wrong and what do we consider justice.  He gave us a story that was filled with unjust events happening and the struggle we face when evil crosses into our lives.,11/08/2013 0:00,Excellent read,5
,2242052,"I thought I had read all of Clancy's books, however, I found this one by accident on Amazon and believe it was one of his best works.  Loved the story line with a fantastic, unexpected ending.  This is a must read.",03/21/2014 0:00,One of the best reads ever.,5
,2242052,This one blew me away. I started this book not suspecting much. Wow I was blown away. We start with a man named Kelly and well I can't really say more with out giving the book away. All I have to say is that this books rocks. Clancy takes you for a ride. There is so many sub-plots in this book. So you can never get bored with it. At one time Kelly is doing this then he is doing something with the CIA. I mean it is a big action pack thriller. The ending is what brings it all together to make all his other books make sence and I commened him for that.,03/31/2001 0:00,One of the Best.,5
,2242052,"I enjoyed this book.  Clancy contrasts very well the mood evoked by the Chesapeake Bay (for those of us who know it) with that of the mean streets of Baltimore.  I enjoyed the 2-level plot, wherein Kelly is dealing with  drug-dealing dirt-bags on the one hand, and his mission to Vietnam on the  other. The plot was realistic--the professional manner in which Kelly  carries out his dual missions was, I thought, very thoroughly thought out  and presented. I enjoyed also his portrayals of the American and Russian  spooks, and the Russian Air Force colonel.  My main complaint with Clancy's  writing occurs when he's trying to convey tender love thoughts towards the  women in Kelly's life--too much syrup (of the corn type). I don't think  that subject is Clancy's forte'. Otherwise, this would make a great movie,  as good as &quot;Clear and Present Danger&quot;.",08/19/1999 0:00,A great vicarious exp. as Kelly (Clark) eliminates bad boys.,4
,2242052,"By far my favorite Tom Clancy book. The origins of John Clark are revealed in this underappreciated novel. You get to climb inside his personal motivations, witness his Navy Seal inspired tactics and see how he becomes a black operative working with the CIA as it carries over into later books. Clancy gives you the details, from jury rigged weapons to the psychology of a former soldier with the skills to kill but nowhere to practice them. The story is short on action but long on depth of character. I can see why it wouldn't do as well as a movie but for the sake of fun reading this may be his best work.",01/09/2009 0:00,By Far My Favorite Tom Clancy Book,4
,2242052,This book will take you from the very start 'til the end. A real &#34;Can't put it down&#34; must read.,10/16/2013 0:00,Claney at his Best,5
,2242052,This is great recreation reading. I get drawn in to the character and when I'm done with the book I feel satisfied with my reading time. I guess you could say that I am a great fan of this type of plot and non-fiction material.,04/30/2014 0:00,I can't seem to get enough of the stories by Tom Clancy,5
,2242052,"I'm hardly a bleeding heart liberal and I thoroughly enjoyed \Dirty Harry\"" and \""Death Wish\"" (movies that you could really relate to in the context of their time",,along with a somewhat interesting sub-plot that explains how Kelly was recruited by the CIA to set up a mission to rescue some POW's in Vietnam,
,2242052,Not as technical as many of his books but a great story and one of the best reads.,09/09/2008 0:00,One of the best Clancy's,5
,2242052,"The book is great reading, once finished, I searched for others by this author, found several. So far I've read about the book's star, John Kelly AKA John  Clark and the many varied adventures. Clancy's books, so far, are difficult to put down. Excellent reading.",03/06/2014 0:00,solid reading,5
,2242052,"This is a tedious by-the-numbers revenge fantasy written by Clancy or Clancy's team of writers (it's hard to tell which, I suspect his better and earlier books were his and his alone). In a nutshell Jack Ryan is a former Navy SEAL badass (sound familiar yet?) who falls for a junkie hooker who then gets killed by her drug dealer. So he skulks around Baltimore executing people connected with her murder.This story has been done better by countless other writers...",02/03/2014 0:00,Tedious,2
,2242052,Wonderful Clancy favorite!  Action backed book that cannot be put down!  One of his best!  Nonstop action with many twists and turns!  Fantastic read!,03/25/2014 0:00,"Home run for Clancy, without a doubt one of his best!",5
,2242052,I have always like Mr. Clancy's style of writing which has a good balance between factual items and fictional actions.,05/22/2013 0:00,Another Good Effort by Clancy,4
,2242052,"Tom Clancy continues to be one of nations premier writers.  He give us good, believable characters as strong American military.  We can only hope the brave men and women who serve our country have the same support from current supervisors.  More stories please!!!!!!",11/22/2013 0:00,Without Remorse,5
,2242052,"Tom Clancy has long been a hit and miss author for me. I should say that a lot of it has to do with his incredibly detailed and dense descriptions of everything military. He earns a lot of kudos for his intense knowledge of his subject matter and his ability to base his fiction in frighteningly realistic circumstances, but there are times when I just want to get on with the story and not learn about a firing pin and its historical significance to military maneuvers in the east pacific along the way.However, Without Remorse is a book so deeply drenched in character building that it swallowed me up with sympathy, empathy, and then a deep personal need to see Mr. Clark succeed in finding revenge and yes \justice\"" for the many wrongs that had been done to him and his. I",,Tom Clancy brings him to life. Mr. Clark is soon revealed as a man with a history filled with flaws that maybe forgivable but are nonetheless frightening.Back when he was called Kelly,
,2242052,"Without Remorse may be my favortie Clancy, though I haven't read that many of his books. It focuses on John Clark, a far-more interesting character than Jack Ryan IMHO, and how he got to the position fans know him in. My only complaint about the book is it's just too long. It's been a while since I read it but I remember reading this thing was like running a marathon. While there isn't anything wrong with lengthy books if everything is necessary but I can't say this is the case for WR. If you're a fan of Clancy, Clark, or the overall Ryan series I would definitely recommend this book.",04/06/2012 0:00,One of the Best,4
,2242052,"Competent enough writing, but a  story for testosterone-oozing teenagers, not adults. At least three different potential novels here, without any one of them developed sufficiently.Tom Clancy was never exactly an artist, but this reads like an assembly of various notes he had for different stories thrown together into one bloated book. Very difficult to finish.",01/19/2014 0:00,"Flabby, undisciplined book",2
,2242052,How can you not like a book with a line such as :\Oh no,,i think this book rocks!! Apart from this,
,2242052,This is the first book on the timeline that would be considered part of the Jack ryan story.  It is about John Kelly (clark) and how he goes after some bad guy &quot;WITHOUT any REMORSE&quot;.  A great story.  Review is for Audio cassette.,07/02/2003 0:00,The first of 11,4
,2242052,This book is incredible.  A real detachment from Clancys normal style of writing.  This book had a great degree of emotion.  It is a prequel to all his books and i think a running tie for #1 no techno stuff to bog you down.  It really put you in the mind of John Terrance Kelly; one of the first  navy SEALs.  It explains Kellys tranformation into Mr. Clark.  A MUST  READ!,03/13/2000 0:00,10 STARS!,5
,2242052,"Without remorse:At last we are privy to thr beginning of the relationships of the Ryan family John Clark, the CIA and the military. Since John Clark is the &#34;go to&#34; guy in many of the Ryan stories this book explains a LOT,",03/12/2013 0:00,The begining,5
,2242052,"Tough combat vetran kills drug-pushers left and right, because they killed his girl friend. In between killing gangsters at home he slips (actually swims) into North Vietnam to help save the lives of American POWs.I had to read this big book to the end to find in what creative way he kills off all the pushers, but I could only do it by skiping and skiming over and through detailed build-up that was just too long and slow for me.I prefer, for example, Dan Brown's more concise method of crafting thillers -- due to this prefrence of mine -- I take one star away from Mr. Clancy.",03/03/2005 0:00,Drug- pushers are for shooting,4
,2242052,"What do you like about a book? Do you like to read a good book and escape into a fantasy world for little while? Do you like to read a good action packed page-turner? Or do you like a good reality based book? If you  answered yes to the first two questions, then this is definitely the book  for you. If you answered yes to the last question, then this probably not a  book you would enjoy. \Without Remorse\"" is pure fiction. I have read  several of the reviews on this site",,that has his world rocked by tragedy not once but twice  in the span of a few months. John Kelly is a man of violence,
,2242052,"The book has a clever and interesting story. The problem I have is that when I read a novel I want to immerse myself in the story maybe even soak in it. In the Clancy novel there are several separate, but connected through the &#34;hero&#34;,  stories that are somewhat overlapping. The author shuffles back and forth in and out of the various story lines gradually bringing them all together at the end. I accept that some may well enjoy this up and down roller coaster technique but for me the warm inside soaking experience I&#8217;m wanting, is constantly being ripped apart. Thus for me 2 stars.",10/09/2013 0:00,Garbled,2
,2242052,I've read all the Jack Ryan books and this one does not dissapoint.  Hunt for Red October was just the begining for me.  I have read all the Ryan books.,03/15/2013 0:00,Clancy at his best,5
,2242052,P. 46. Clancy describes her as a pharmacologist. She is portrayed as a physician in healing Pam and Doris. A pharmacologist is NOT an MD. She may have been a 'doc' but only as a PhD.514 &#34;held&#34; should me &#34;he'd&#34;,05/27/2014 0:00,"found typos, other errors",4
,2242052,"This book establishes Clancy's character &#34;John Clark&#34;, used in most later adventures.  It also establishes the  &#34;Clark/Ryan&#34; connection that prevails through most of the later novels.The story is full of believable action and adventure found in most Tom Clancy books.  It amazes me that Clancy almost foresees events that happen in the future.",03/30/2014 0:00,A must read for Clancy fans.,5
,2242052,This book is great. It kept me wanting to turn the page after page. The beginning was alittle slow but that is in all books. It picked up the pace. Tom Clancy did a great job and whenever i think of this book I think of a movie. That's how good he was at describing everything. I still think I watched a movie and not read a book. Great Job here Mr. Clancy,11/22/2003 0:00,Awesome,5
,2242052,"Has been a few months since reading this book, but do recall the plot. It holds your interest enough to want to finish it quickly.",03/02/2014 0:00,gave a four,4
,2242052,I thought this was a great book.  It was full of suspense and action and true to Clancy gave us an inside view of how Clark deals with an urban problem.,05/30/2002 0:00,I have read it twice!,4
,2242052,"Only Clancy would make a serial killer the hero of a book.  The truly sad part is how many other characters in professional positions look the other way.  In the past, I have enjoyed Clancy's works.  This one went over the limits good taste.  I added the second star because like many Clancy works it is well written.  I did finish it.  Readers should be cautioned that it is a disturbing concept. In the real world, this hero would be seen as an evil villian of Manson or Gacy dimensions.I will admit a personal bias.  I am a strong supporter and advocate of local police departments.",09/21/2002 0:00,Serial killer as a hero,2
,2242052,"An absolute amazing entry into the Jack Ryan universe. This novel provides the back story of the mysterious character of John Kelly A.K.A. Mr. Clark. The events take you on a two fold journey. One a revenge trip John takes on the local pimps and drug dealers who attacked him and killed his girl. While doing this he also plans and executes a Special Ops mission into Vietnam to rescue an American P.O.W. The action is intense and keeps moving at a steady pace through out. If you are new to Tom Clancy, this book is a great place to start.",04/07/2009 0:00,One of Tom Clancy's best,5
,2242052,"Clancy should stick with the techno stuff.  His attempt to show the more human side of his characters flops.  Kelly, and every other character, is one-dimensional.  It is simply too trite that a man could fall instantly in love with a hitchhiker, without our having any hint of what he really sees in her, then spend the rest of the book obsessed with avenging her death.  Not that the guys didn't deserve it, mind you.  He does play with the gray areas of justifiable actions outside the law, kind of a human super-hero vigilante for whom police are probably grateful behind closed doors.  But this book has the literary depth of your average Sergeant Fury comic book.",06/19/1998 0:00,Clancy's worst,1
,2242052,"An exciting story of a serial killer vigilante as American super hero in a black and white world of myopic tunnel vision. If you don't mind troglydyte heroes who are predominantly white, and unidimensional villains who are predominantly ethnic or racial minorities than this book is for you.",06/19/2001 0:00,Without excuse,1
,2242052,"In what is easily the best book I've ever read, Tom Clancy creates a cast of characters that trancend the series of Jack Ryan.John Kelly, In what is easily the best book I've ever read, Tom Clancy creates a cast of characters that trancend the series of Jack Ryan.John Kelly, the main character of the novel, is easily the most astounding person I've ever read about. From his times in Vietnam as part of the Third Special Operation Group, to the harrowing tale embodying the main plot of Without Remorse, you just can't help but be taken away with the perfect machismo and badass-ness of the character.The storyline in itself is excellent, keeping you turning the pages as the action comes hard and fast, packaged with much of Clancy's trademark informative prose.I would reccomend to all who love a good action / military read.",04/26/2011 0:00,"Five Stars, Without Remorse",5
,2242052,"Any Clancy reader knows all about John Clark and &#34;stone cold killer&#34;, describes him best.  Now we find out why he's like he is.  Great read, makes you want to get right in there with him.  Clancy at his best!",01/30/2014 0:00,Lots of action...and revenge!,5
,2242052,"This is the fifth time I've read &#34;Without Remorse&#34; so that should tell you something!  In my opinion, it was Clancy's best novel.",11/24/2013 0:00,Without Remorse,5
,2242052,"Makes Mr. Clark an  understood character,from his first encounter with pure evil.Parts were almost hard to read,so detailed,were they,so inhumane.Clancy was a master and it's good we have him to hold up for the measure of new story tellers.",10/18/2013 0:00,Clancy at his best,5
,2242052,"In 'Without Remorse,' Tom Clancy tells us the background story of CIA legend Mr. Clark. Six months after the accidental death of his pregnant wife, John Kelly pulls over and picks up a young girl standing by the side of the road. Kelly falls in love with Pam as he helps nurse her back to help. Pam reveals that she was a teenage runaway that was made into a drug addict so that she would become a prostitute to make money for a group of drug dealers. Kelly wants to see who these people are and where they operate at, since he has friends on the police force in the city where Pam was a prostitute. As they are patrolling the neighborhood, they are spotted by the drug dealers. Kelly is shot and left for dead and Pam's body is found a few days later in a public park. Kelly decides to rid the city of the drug dealers his way - killing each of them with a different weapon so the police won't have a M.O. to go off of.",11/21/2000 0:00,The story of John Clark- &quot;Beware the fury of a patient man.&quot;,5
,2242052,"John Kelly is a former Navy SEAL now a civilian demolitions expert.  His pregnant wife is tragically killed in a car accident.  As he tries to move on, he meets Pam, a drugged out hooker who is trying to escape her life and move on.  Just when John is falling in love with Pam and trying to help her change her life, she is brutally murdered by the drug ring that controlled her and other prostitutes like her.  Now John must deal with his anger and compounded sadness.  How he chooses to deal with it is highly controversial as he uses his extensive military training to hunt down and take out all of those that are involved with Pam's death.At the same time, the war in Vietnam is raging and numerous American soldiers have been taken prisoner in a secret location and reported dead.  The military calls on John and his expertise to plan an extration of these soldiers and reunite them with their families.  John Kelly is living a double life - both involving cunning, strategy, and killing.  He wrestles with the morality of what he is doing as it compares to the evil people that are his targets.Tom Clancy never disappoints.  The plot covers a lot of area, but he manages to link the various stories together and keep the reader interested.  The book goes on a bit too long at times and could probably have benefitted from being trimmed down.  But overall, the pages turn and make for a facinating story.  The action is intense on every page and well worth the lengthy read.",03/16/2008 0:00,Excellent,4
